time,displacement_u_y,load_rf_y,nonlinear_iterations,simulation_time,sum_nonlinear_iterations,total_increments
48.13330078125,0.74375411532188,8373.4694763224,1,1888.886506408,103,104
48.63330078125,0.75128977476486,8459.4809379415,1,1907.686458135,104,105
49.13330078125,0.75924737137087,8561.5995488936,1,1926.554527824,105,106
49.63330078125,0.76679229853731,8621.6732663766,1,1945.219480474,106,107
50.13330078125,0.77475051427797,8727.5643649859,1,1964.184057391,107,108
50.63330078125,0.78227741251644,8791.6173206562,1,1982.765539938,108,109
51.13330078125,0.79036764774268,8870.0695776348,1,2001.741500406,109,110
51.63330078125,0.79770891552414,8951.2126364045,1,2020.445766225,110,111
52.13330078125,0.80590095035798,9030.3134146299,1,2039.26272983,111,112
52.63330078125,0.81325438672158,9104.3737667491,1,2058.212575401,112,113
53.13330078125,0.82134425344323,9199.1332297761,1,2076.916842117,113,114
53.63330078125,0.82877573809747,9274.3783022149,1,2095.440849698,114,115
54.13330078125,0.83680820298924,9378.951618102,1,2114.43324789,115,116
54.63330078125,0.84422613833928,9468.4269357428,1,2132.954222732,116,117
55.13330078125,0.85252152707467,9551.5812066718,1,2151.790837966,117,118
55.63330078125,0.85956654765223,9656.6818856639,1,2170.846325916,118,119
56.13330078125,0.86798285305204,9755.9970093877,1,2189.872128272,119,120
56.63330078125,0.87527802467348,9810.2015039604,1,2208.586543636,120,121
57.13330078125,0.88339122964115,9920.7696132217,1,2227.073610758,121,122
57.63330078125,0.89072918987899,9981.4950021352,1,2245.843133094,122,123
58.13330078125,0.89882938938335,10086.816770543,1,2265.00934845,123,124
58.63330078125,0.90625974680547,10135.312831624,1,2283.747711259,124,125
59.13330078125,0.91427353085587,10242.938396814,1,2302.419121137,125,126
59.63330078125,0.92166953740128,10301.81956137,1,2321.275038031,126,127
60,0.92775461771263,10390.231489748,1,2340.201773263,127,128
